product_name_en	product_name_da	product_name_de	product_name_fr	product_name_it	product_name_nl	product_name_pl	product_name_fi	product_name_es	product_name_sv	product_url_en	product_url_da	product_url_de	product_url_fr	product_url_it	product_url_nl	product_url_pl	product_url_fi	product_url_es	product_url_sv	style_en	style_da	style_de	style_fr	style_it	style_nl	style_pl	style_fi	style_es	style_sv	category	environment_image_1	environment_image_2	environment_image_3
Canvas print - Sun rays 1	Lærred - Sun rays 1	Leinwandbild - Sun rays 1	Toile - Sun rays 1	Stampe su tela - Sun rays 1	Canvas schilderi - Sun rays 1	Obraz na płótnie - Sun rays 1	Canvas taulu - Sun rays 1	Lienzo - Sun rays 1	Canvastavla Sun rays 1 - Tavla	https://wamaya.com/product/canvas-print-sun-rays-1/	https://wamaya.dk/product/laerred-sun-rays-1/	https://wamaya.de/product/leinwandbild-sun-rays-1/	https://wamaya.fr/product/toile-sun-rays-1/	https://wamaya.it/product/stampe-su-tela-sun-rays-1/	https://wamaya.nl/product/canvas-schilderi-sun-rays-1/	https://wamaya.pl/product/obraz-na-plotnie-sun-rays-1/	https://wamaya.fi/product/canvas-taulu-sun-rays-1/	https://wamaya.es/product/lienzo-sun-rays-1/	https://wamaya.se/product/canvastavla-sun-rays-1-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2955344&i=1079	https://pictufy.com/api/interiors.php?p=2955344&i=94	
Canvas print - Banana Leaf Black &amp; White I	Lærred - Banana Leaf Black &amp; White I	Leinwandbild - Banana Leaf Black &amp; White I	Toile - Banana Leaf Black &amp; White I	Stampe su tela - Banana Leaf Black &amp; White I	Canvas schilderi - Banana Leaf Black &amp; White I	Obraz na płótnie - Banana Leaf Black &amp; White I	Canvas taulu - Banana Leaf Black &amp; White I	Lienzo - Banana Leaf Black &amp; White I	Canvastavla Banana Leaf Black &amp; White I - Tavla	https://wamaya.com/product/canvas-print-banana-leaf-black-white-i/	https://wamaya.dk/product/laerred-banana-leaf-black-white-i/	https://wamaya.de/product/leinwandbild-banana-leaf-black-white-i/	https://wamaya.fr/product/toile-banana-leaf-black-white-i/	https://wamaya.it/product/stampe-su-tela-banana-leaf-black-white-i/	https://wamaya.nl/product/canvas-schilderi-banana-leaf-black-white-i/	https://wamaya.pl/product/obraz-na-plotnie-banana-leaf-black-white-i/	https://wamaya.fi/product/canvas-taulu-banana-leaf-black-white-i/	https://wamaya.es/product/lienzo-banana-leaf-black-white-i/	https://wamaya.se/product/canvastavla-banana-leaf-black-white-i-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Botaniska	https://pictufy.com/api/interiors.php?p=2594411&i=1079	https://pictufy.com/api/interiors.php?p=2594411&i=94	
Canvas print - Floral giraffe	Lærred - Floral giraffe	Leinwandbild - Floral giraffe	Toile - Floral giraffe	Stampe su tela - Floral giraffe	Canvas schilderi - Floral giraffe	Obraz na płótnie - Floral giraffe	Canvas taulu - Floral giraffe	Lienzo - Floral giraffe	Canvastavla Floral giraffe - Tavla	https://wamaya.com/product/canvas-print-floral-giraffe/	https://wamaya.dk/product/laerred-floral-giraffe/	https://wamaya.de/product/leinwandbild-floral-giraffe/	https://wamaya.fr/product/toile-floral-giraffe/	https://wamaya.it/product/stampe-su-tela-floral-giraffe/	https://wamaya.nl/product/canvas-schilderi-floral-giraffe/	https://wamaya.pl/product/obraz-na-plotnie-floral-giraffe/	https://wamaya.fi/product/canvas-taulu-floral-giraffe/	https://wamaya.es/product/lienzo-floral-giraffe/	https://wamaya.se/product/canvastavla-floral-giraffe-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Barnrum	https://pictufy.com/api/interiors.php?p=2478689&i=1079	https://pictufy.com/api/interiors.php?p=2478689&i=94	
Canvas print - Surf Trip	Lærred - Surf Trip	Leinwandbild - Surf Trip	Toile - Surf Trip	Stampe su tela - Surf Trip	Canvas schilderi - Surf Trip	Obraz na płótnie - Surf Trip	Canvas taulu - Surf Trip	Lienzo - Surf Trip	Canvastavla Surf Trip - Tavla	https://wamaya.com/product/canvas-print-surf-trip/	https://wamaya.dk/product/laerred-surf-trip/	https://wamaya.de/product/leinwandbild-surf-trip/	https://wamaya.fr/product/toile-surf-trip/	https://wamaya.it/product/stampe-su-tela-surf-trip/	https://wamaya.nl/product/canvas-schilderi-surf-trip/	https://wamaya.pl/product/obraz-na-plotnie-surf-trip/	https://wamaya.fi/product/canvas-taulu-surf-trip/	https://wamaya.es/product/lienzo-surf-trip/	https://wamaya.se/product/canvastavla-surf-trip-tavla/	Modern	Moderne	Modern	Moderne	Modern	Modern	Modern	Moderni	Moderno	Modern	Fantasy	https://pictufy.com/api/interiors.php?p=2494537&i=1079	https://pictufy.com/api/interiors.php?p=2494537&i=94	
Canvas print - Circle composition 2	Lærred - Circle composition 2	Leinwandbild - Circle composition 2	Toile - Circle composition 2	Stampe su tela - Circle composition 2	Canvas schilderi - Circle composition 2	Obraz na płótnie - Circle composition 2	Canvas taulu - Circle composition 2	Lienzo - Circle composition 2	Canvastavla Circle composition 2 - Tavla	https://wamaya.com/product/canvas-print-circle-composition-2/	https://wamaya.dk/product/laerred-circle-composition-2/	https://wamaya.de/product/leinwandbild-circle-composition-2/	https://wamaya.fr/product/toile-circle-composition-2/	https://wamaya.it/product/stampe-su-tela-circle-composition-2/	https://wamaya.nl/product/canvas-schilderi-circle-composition-2/	https://wamaya.pl/product/obraz-na-plotnie-circle-composition-2/	https://wamaya.fi/product/canvas-taulu-circle-composition-2/	https://wamaya.es/product/lienzo-circle-composition-2/	https://wamaya.se/product/canvastavla-circle-composition-2-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2955127&i=1079	https://pictufy.com/api/interiors.php?p=2955127&i=94	
Canvas print - Mid Century Modern Objects	Lærred - Mid Century Modern Objects	Leinwandbild - Mid Century Modern Objects	Toile - Mid Century Modern Objects	Stampe su tela - Mid Century Modern Objects	Canvas schilderi - Mid Century Modern Objects	Obraz na płótnie - Mid Century Modern Objects	Canvas taulu - Mid Century Modern Objects	Lienzo - Mid Century Modern Objects	Canvastavla Mid Century Modern Objects - Tavla	https://wamaya.com/product/canvas-print-mid-century-modern-objects/	https://wamaya.dk/product/laerred-mid-century-modern-objects/	https://wamaya.de/product/leinwandbild-mid-century-modern-objects/	https://wamaya.fr/product/toile-mid-century-modern-objects/	https://wamaya.it/product/stampe-su-tela-mid-century-modern-objects/	https://wamaya.nl/product/canvas-schilderi-mid-century-modern-objects/	https://wamaya.pl/product/obraz-na-plotnie-mid-century-modern-objects/	https://wamaya.fi/product/canvas-taulu-mid-century-modern-objects/	https://wamaya.es/product/lienzo-mid-century-modern-objects/	https://wamaya.se/product/canvastavla-mid-century-modern-objects-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Beige	https://pictufy.com/api/interiors.php?p=2814215&i=1079	https://pictufy.com/api/interiors.php?p=2814215&i=94	
Canvas print - Summer Zen	Lærred - Summer Zen	Leinwandbild - Summer Zen	Toile - Summer Zen	Stampe su tela - Summer Zen	Canvas schilderi - Summer Zen	Obraz na płótnie - Summer Zen	Canvas taulu - Summer Zen	Lienzo - Summer Zen	Canvastavla Summer Zen - Tavla	https://wamaya.com/product/canvas-print-summer-zen/	https://wamaya.dk/product/laerred-summer-zen/	https://wamaya.de/product/leinwandbild-summer-zen/	https://wamaya.fr/product/toile-summer-zen/	https://wamaya.it/product/stampe-su-tela-summer-zen/	https://wamaya.nl/product/canvas-schilderi-summer-zen/	https://wamaya.pl/product/obraz-na-plotnie-summer-zen/	https://wamaya.fi/product/canvas-taulu-summer-zen/	https://wamaya.es/product/lienzo-summer-zen/	https://wamaya.se/product/canvastavla-summer-zen-tavla/	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Stående tavlor	https://pictufy.com/api/interiors.php?p=2800272&i=1079	https://pictufy.com/api/interiors.php?p=2800272&i=94	
Canvas print - Limon	Lærred - Limon	Leinwandbild - Limon	Toile - Limon	Stampe su tela - Limon	Canvas schilderi - Limon	Obraz na płótnie - Limon	Canvas taulu - Limon	Lienzo - Limon	Canvastavla Limon - Tavla	https://wamaya.com/product/canvas-print-limon/	https://wamaya.dk/product/laerred-limon/	https://wamaya.de/product/leinwandbild-limon/	https://wamaya.fr/product/toile-limon/	https://wamaya.it/product/stampe-su-tela-limon/	https://wamaya.nl/product/canvas-schilderi-limon/	https://wamaya.pl/product/obraz-na-plotnie-limon/	https://wamaya.fi/product/canvas-taulu-limon/	https://wamaya.es/product/lienzo-limon/	https://wamaya.se/product/canvastavla-limon-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Frukter	https://pictufy.com/api/interiors.php?p=2489732&i=1079	https://pictufy.com/api/interiors.php?p=2489732&i=94	
Canvas print - The Swan   Black	Lærred - The Swan   Black	Leinwandbild - The Swan   Black	Toile - The Swan   Black	Stampe su tela - The Swan   Black	Canvas schilderi - The Swan   Black	Obraz na płótnie - The Swan   Black	Canvas taulu - The Swan   Black	Lienzo - The Swan   Black	Canvastavla The Swan   Black - Tavla	https://wamaya.com/product/canvas-print-the-swan-black/	https://wamaya.dk/product/laerred-the-swan-black/	https://wamaya.de/product/leinwandbild-the-swan-black/	https://wamaya.fr/product/toile-the-swan-black/	https://wamaya.it/product/stampe-su-tela-the-swan-black/	https://wamaya.nl/product/canvas-schilderi-the-swan-black/	https://wamaya.pl/product/obraz-na-plotnie-the-swan-black/	https://wamaya.fi/product/canvas-taulu-the-swan-black/	https://wamaya.es/product/lienzo-the-swan-black/	https://wamaya.se/product/canvastavla-the-swan-black-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Fåglar	https://pictufy.com/api/interiors.php?p=2512523&i=1079	https://pictufy.com/api/interiors.php?p=2512523&i=94	
Canvas print - Inline Skating Bunny	Lærred - Inline Skating Bunny	Leinwandbild - Inline Skating Bunny	Toile - Inline Skating Bunny	Stampe su tela - Inline Skating Bunny	Canvas schilderi - Inline Skating Bunny	Obraz na płótnie - Inline Skating Bunny	Canvas taulu - Inline Skating Bunny	Lienzo - Inline Skating Bunny	Canvastavla Inline Skating Bunny - Tavla	https://wamaya.com/product/canvas-print-inline-skating-bunny/	https://wamaya.dk/product/laerred-inline-skating-bunny/	https://wamaya.de/product/leinwandbild-inline-skating-bunny/	https://wamaya.fr/product/toile-inline-skating-bunny/	https://wamaya.it/product/stampe-su-tela-inline-skating-bunny/	https://wamaya.nl/product/canvas-schilderi-inline-skating-bunny/	https://wamaya.pl/product/obraz-na-plotnie-inline-skating-bunny/	https://wamaya.fi/product/canvas-taulu-inline-skating-bunny/	https://wamaya.es/product/lienzo-inline-skating-bunny/	https://wamaya.se/product/canvastavla-inline-skating-bunny-tavla/	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Barnrum	https://pictufy.com/api/interiors.php?p=2459377&i=1079	https://pictufy.com/api/interiors.php?p=2459377&i=94	
Canvas print - Circles on black background 1	Lærred - Circles on black background 1	Leinwandbild - Circles on black background 1	Toile - Circles on black background 1	Stampe su tela - Circles on black background 1	Canvas schilderi - Circles on black background 1	Obraz na płótnie - Circles on black background 1	Canvas taulu - Circles on black background 1	Lienzo - Circles on black background 1	Canvastavla Circles on black background 1 - Tavla	https://wamaya.com/product/canvas-print-circles-on-black-background-1/	https://wamaya.dk/product/laerred-circles-on-black-background-1/	https://wamaya.de/product/leinwandbild-circles-on-black-background-1/	https://wamaya.fr/product/toile-circles-on-black-background-1/	https://wamaya.it/product/stampe-su-tela-circles-on-black-background-1/	https://wamaya.nl/product/canvas-schilderi-circles-on-black-background-1/	https://wamaya.pl/product/obraz-na-plotnie-circles-on-black-background-1/	https://wamaya.fi/product/canvas-taulu-circles-on-black-background-1/	https://wamaya.es/product/lienzo-circles-on-black-background-1/	https://wamaya.se/product/canvastavla-circles-on-black-background-1-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2955113&i=1079	https://pictufy.com/api/interiors.php?p=2955113&i=94	
Canvas print - Mocca Coffee on Stripes - Hug in a Cup	Lærred - Mocca Coffee on Stripes - Hug in a Cup	Leinwandbild - Mocca Coffee on Stripes - Hug in a Cup	Toile - Mocca Coffee on Stripes - Hug in a Cup	Stampe su tela - Mocca Coffee on Stripes - Hug in a Cup	Canvas schilderi - Mocca Coffee on Stripes - Hug in a Cup	Obraz na płótnie - Mocca Coffee on Stripes - Hug in a Cup	Canvas taulu - Mocca Coffee on Stripes - Hug in a Cup	Lienzo - Mocca Coffee on Stripes - Hug in a Cup	Canvastavla Mocca Coffee on Stripes - Hug in a Cup - Tavla	https://wamaya.com/product/canvas-print-mocca-coffee-on-stripes-hug-in-a-cup/	https://wamaya.dk/product/laerred-mocca-coffee-on-stripes-hug-in-a-cup/	https://wamaya.de/product/leinwandbild-mocca-coffee-on-stripes-hug-in-a-cup/	https://wamaya.fr/product/toile-mocca-coffee-on-stripes-hug-in-a-cup/	https://wamaya.it/product/stampe-su-tela-mocca-coffee-on-stripes-hug-in-a-cup/	https://wamaya.nl/product/canvas-schilderi-mocca-coffee-on-stripes-hug-in-a-cup/	https://wamaya.pl/product/obraz-na-plotnie-mocca-coffee-on-stripes-hug-in-a-cup/	https://wamaya.fi/product/canvas-taulu-mocca-coffee-on-stripes-hug-in-a-cup/	https://wamaya.es/product/lienzo-mocca-coffee-on-stripes-hug-in-a-cup/	https://wamaya.se/product/canvastavla-mocca-coffee-on-stripes-hug-in-a-cup-tavla/	Modern	Moderne	Modern	Moderne	Modern	Modern	Modern	Moderni	Moderno	Modern	Stående tavlor	https://pictufy.com/api/interiors.php?p=2718842&i=1079	https://pictufy.com/api/interiors.php?p=2718842&i=94	
Canvas print - Morocco	Lærred - Morocco	Leinwandbild - Morocco	Toile - Morocco	Stampe su tela - Morocco	Canvas schilderi - Morocco	Obraz na płótnie - Morocco	Canvas taulu - Morocco	Lienzo - Morocco	Canvastavla Morocco - Tavla	https://wamaya.com/product/canvas-print-morocco-2/	https://wamaya.dk/product/laerred-morocco-3/	https://wamaya.de/product/leinwandbild-morocco-3/	https://wamaya.fr/product/toile-morocco-3/	https://wamaya.it/product/stampe-su-tela-morocco-3/	https://wamaya.nl/product/canvas-schilderi-morocco-3/	https://wamaya.pl/product/obraz-na-plotnie-morocco-3/	https://wamaya.fi/product/canvas-taulu-morocco-3/	https://wamaya.es/product/lienzo-morocco-3/	https://wamaya.se/product/canvastavla-morocco-tavla-2/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Afrikanska tavlor	https://pictufy.com/api/interiors.php?p=2505258&i=1079	https://pictufy.com/api/interiors.php?p=2505258&i=94	
Canvas print - Before Christmas	Lærred - Before Christmas	Leinwandbild - Before Christmas	Toile - Before Christmas	Stampe su tela - Before Christmas	Canvas schilderi - Before Christmas	Obraz na płótnie - Before Christmas	Canvas taulu - Before Christmas	Lienzo - Before Christmas	Canvastavla Before Christmas - Tavla	https://wamaya.com/product/canvas-print-before-christmas/	https://wamaya.dk/product/laerred-before-christmas/	https://wamaya.de/product/leinwandbild-before-christmas/	https://wamaya.fr/product/toile-before-christmas/	https://wamaya.it/product/stampe-su-tela-before-christmas/	https://wamaya.nl/product/canvas-schilderi-before-christmas/	https://wamaya.pl/product/obraz-na-plotnie-before-christmas/	https://wamaya.fi/product/canvas-taulu-before-christmas/	https://wamaya.es/product/lienzo-before-christmas/	https://wamaya.se/product/canvastavla-before-christmas-tavla/	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Barnrum	https://pictufy.com/api/interiors.php?p=2370584&i=1079	https://pictufy.com/api/interiors.php?p=2370584&i=94	
Canvas print - Circles on black background 2	Lærred - Circles on black background 2	Leinwandbild - Circles on black background 2	Toile - Circles on black background 2	Stampe su tela - Circles on black background 2	Canvas schilderi - Circles on black background 2	Obraz na płótnie - Circles on black background 2	Canvas taulu - Circles on black background 2	Lienzo - Circles on black background 2	Canvastavla Circles on black background 2 - Tavla	https://wamaya.com/product/canvas-print-circles-on-black-background-2/	https://wamaya.dk/product/laerred-circles-on-black-background-2/	https://wamaya.de/product/leinwandbild-circles-on-black-background-2/	https://wamaya.fr/product/toile-circles-on-black-background-2/	https://wamaya.it/product/stampe-su-tela-circles-on-black-background-2/	https://wamaya.nl/product/canvas-schilderi-circles-on-black-background-2/	https://wamaya.pl/product/obraz-na-plotnie-circles-on-black-background-2/	https://wamaya.fi/product/canvas-taulu-circles-on-black-background-2/	https://wamaya.es/product/lienzo-circles-on-black-background-2/	https://wamaya.se/product/canvastavla-circles-on-black-background-2-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2955112&i=1079	https://pictufy.com/api/interiors.php?p=2955112&i=94	
Canvas print - Blossoms of Renewal	Lærred - Blossoms of Renewal	Leinwandbild - Blossoms of Renewal	Toile - Blossoms of Renewal	Stampe su tela - Blossoms of Renewal	Canvas schilderi - Blossoms of Renewal	Obraz na płótnie - Blossoms of Renewal	Canvas taulu - Blossoms of Renewal	Lienzo - Blossoms of Renewal	Canvastavla Blossoms of Renewal - Tavla	https://wamaya.com/product/canvas-print-blossoms-of-renewal/	https://wamaya.dk/product/laerred-blossoms-of-renewal/	https://wamaya.de/product/leinwandbild-blossoms-of-renewal/	https://wamaya.fr/product/toile-blossoms-of-renewal/	https://wamaya.it/product/stampe-su-tela-blossoms-of-renewal/	https://wamaya.nl/product/canvas-schilderi-blossoms-of-renewal/	https://wamaya.pl/product/obraz-na-plotnie-blossoms-of-renewal/	https://wamaya.fi/product/canvas-taulu-blossoms-of-renewal/	https://wamaya.es/product/lienzo-blossoms-of-renewal/	https://wamaya.se/product/canvastavla-blossoms-of-renewal-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Illustrationer	https://pictufy.com/api/interiors.php?p=2987977&i=1079	https://pictufy.com/api/interiors.php?p=2987977&i=94	
